cyclomatic_complexity,cognitive_complexity,lines_of_code,comment_ratio,function_count,class_count,max_nesting_depth,avg_function_length,parameters_per_function,halstead_difficulty,halstead_effort,halstead_volume,maintainability_index,duplicate_ratio,coupling_score,import_count,has_error_handling,has_type_hints,test_coverage,has_bug
13,77,625,0.204,27,6,3,11.1,2.9,41.39,428102.86,530.2,93.98,0.384,17.0,1,0,0,37.3,1
11,43,528,0.286,19,5,4,92.6,4.8,84.09,177592.61,4942.15,56.14,0.414,2.1,0,0,1,43.3,1
16,44,47,0.185,18,9,0,38.9,0.5,10.3,143713.7,9923.3,77.47,0.425,7.4,17,1,0,51.9,1
22,50,50,0.064,14,4,0,82.4,7.5,64.53,347552.87,8732.16,78.32,0.216,13.3,4,0,0,39.7,1
25,62,913,0.083,27,10,8,4.2,0.9,91.65,123369.85,7733.28,81.72,0.002,15.3,8,0,0,15.6,1
43,64,47,0.1,30,8,6,34.3,7.6,2.6,451432.86,6609.27,42.12,0.277,15.6,9,1,1,96.4,1
37,30,841,0.034,16,6,0,57.6,7.1,91.18,164408.32,1003.73,21.62,0.205,1.6,22,0,0,77.3,1
46,18,798,0.154,26,3,6,53.5,7.7,85.39,344354.29,4953.27,19.42,0.155,19.8,1,1,1,50.8,1
14,0,791,0.235,3,10,8,98.0,5.9,38.14,438956.58,450.04,76.27,0.023,10.3,2,0,1,29.4,1
21,21,964,0.278,12,10,6,58.3,4.4,99.57,96360.95,2451.46,80.53,0.447,9.4,23,1,1,93.5,1
49,14,650,0.067,17,8,0,64.7,5.9,35.48,137107.31,7016.12,97.06,0.136,3.1,20,0,0,84.4,1
12,25,1337,0.436,6,1,1,72.9,5.8,63.44,388771.71,737.35,11.3,0.085,16.0,14,1,0,97.1,1
48,32,1446,0.167,12,4,4,18.2,5.1,7.32,203252.32,3610.67,49.01,0.305,15.3,2,1,0,59.9,1
17,31,1738,0.217,20,0,7,28.0,6.7,59.28,17400.92,3005.13,19.21,0.347,15.3,15,1,0,18.6,1
8,55,387,0.446,19,5,2,43.4,2.9,77.66,339111.98,3019.73,52.85,0.402,3.0,21,0,1,35.7,1
43,69,563,0.367,15,7,4,30.3,1.2,60.26,59130.45,5566.46,56.57,0.138,3.0,26,0,0,57.5,1
42,22,1812,0.169,18,4,8,85.3,5.4,2.96,433290.95,5851.31,13.44,0.403,18.6,17,0,1,19.2,1
31,49,620,0.054,10,8,0,3.8,5.7,7.56,123511.94,8431.42,36.83,0.255,9.3,2,1,1,73.7,1
10,21,1834,0.339,26,7,4,10.0,7.7,15.5,499790.26,5445.44,79.44,0.027,5.0,17,0,0,58.8,1
4,78,1232,0.2,27,0,3,58.6,7.4,83.89,125927.18,5627.12,31.17,0.359,13.8,10,1,0,96.2,1
18,7,526,0.481,20,6,1,97.7,4.3,17.32,91642.26,1608.48,44.91,0.129,19.2,26,0,1,68.6,1
50,15,1676,0.184,17,9,2,95.3,1.7,8.41,327941.89,2439.7,79.39,0.177,2.6,12,1,1,72.5,1
19,24,1757,0.075,26,3,5,17.7,6.7,38.58,481837.97,3035.1,18.79,0.043,15.3,14,1,1,73.5,1
9,21,1260,0.055,1,0,2,15.3,0.9,62.15,153464.78,1368.17,45.63,0.463,16.6,7,0,1,67.9,1
20,53,1622,0.367,26,3,7,80.7,0.3,92.38,38422.42,710.59,57.89,0.102,8.2,7,1,0,42.2,1
28,67,971,0.141,16,7,0,93.6,1.5,81.43,234241.35,7982.56,37.32,0.411,17.6,9,0,0,82.7,1
2,24,700,0.319,15,7,2,88.8,5.2,28.58,441888.91,4758.82,14.88,0.021,1.8,13,1,0,0.9,1
24,64,1622,0.35,8,5,1,32.7,3.7,98.63,405784.26,1043.17,97.11,0.147,12.6,30,1,0,94.6,1
23,46,376,0.176,7,3,2,73.4,5.2,70.78,485949.59,3303.97,17.7,0.479,11.4,19,0,1,86.1,1
31,2,1571,0.314,19,3,8,61.9,0.1,1.69,243199.47,9045.32,76.02,0.464,17.3,12,0,1,92.3,1
19,23,462,0.283,2,3,5,74.6,5.8,27.55,310171.87,2871.28,44.08,0.415,5.7,7,1,1,59.9,1
4,10,215,0.048,8,6,3,54.2,4.3,14.86,74901.54,6108.12,41.2,0.235,16.3,28,0,1,55.9,1
35,64,68,0.419,5,5,2,28.3,2.3,20.58,441330.84,9071.23,11.8,0.086,6.5,18,0,1,84.6,1
47,55,1521,0.187,17,6,6,19.6,4.8,87.3,301326.75,3644.14,38.6,0.317,18.0,28,1,1,14.4,1
7,59,544,0.271,19,9,5,39.2,1.4,73.02,299576.87,2548.95,41.83,0.415,7.1,12,0,0,8.4,1
21,78,1638,0.377,30,3,1,85.0,5.4,63.75,296240.27,1635.93,57.86,0.293,19.9,12,0,1,65.8,1
33,36,65,0.489,22,5,7,72.6,3.8,13.62,431621.19,1581.76,67.96,0.102,10.4,19,1,1,33.8,1
34,56,1313,0.137,12,9,6,33.4,2.0,56.37,174165.03,9983.36,38.77,0.071,8.4,2,0,0,85.7,1
41,37,21,0.3,19,0,1,6.7,2.2,67.48,110405.03,1556.9,84.07,0.25,19.0,18,0,1,46.9,1
12,78,237,0.223,15,9,5,99.8,1.6,60.7,430193.44,5794.59,35.1,0.298,7.0,14,1,0,28.7,1
13,29,1572,0.226,10,4,8,83.3,4.8,1.92,61969.33,447.48,67.21,0.276,0.9,29,1,0,55.6,1
12,14,199,0.372,23,1,1,31.3,7.1,29.14,107560.27,840.06,37.19,0.02,1.1,15,0,0,27.3,1
14,46,1371,0.318,12,5,3,66.8,1.8,26.46,260276.59,2720.02,93.05,0.252,8.6,9,0,1,73.3,1
34,6,89,0.059,25,0,6,30.9,7.4,39.25,328529.02,4432.19,79.42,0.02,17.4,11,0,1,20.1,1
2,56,1311,0.195,18,0,1,7.9,6.7,30.41,469291.14,6192.72,63.18,0.252,8.8,23,0,1,9.7,1
35,20,611,0.494,5,9,7,93.8,4.2,32.64,126974.03,6502.82,78.91,0.015,19.9,17,1,0,96.8,1
16,15,1417,0.067,14,6,3,15.4,2.8,23.8,179127.42,385.41,53.73,0.397,13.2,8,0,1,80.9,1
9,14,759,0.046,6,4,4,71.5,3.5,79.16,70365.46,8165.31,54.18,0.263,17.8,9,1,1,36.5,1
48,26,968,0.312,21,3,0,43.3,3.9,65.58,448707.69,6886.0,22.62,0.314,10.2,8,1,0,8.1,1
35,20,207,0.238,16,7,3,3.6,3.0,13.74,90633.82,9048.65,10.26,0.029,9.5,11,0,0,55.1,1
49,57,1948,0.127,9,3,1,98.1,2.8,80.48,308190.97,7880.14,62.58,0.044,11.6,12,1,0,0.1,1
47,13,984,0.148,26,1,2,18.2,2.3,3.6,213371.15,5261.33,43.4,0.41,18.0,19,0,1,49.9,1
36,80,155,0.135,3,3,5,76.1,1.3,10.02,17379.01,9862.83,13.14,0.089,16.7,1,0,0,51.6,1
19,54,1402,0.178,10,9,1,76.7,3.9,13.77,149401.9,1881.42,34.47,0.126,1.6,26,0,0,56.4,1
34,3,280,0.481,21,10,8,69.4,6.0,68.85,238086.03,1874.06,56.05,0.329,16.3,26,0,1,9.1,1
41,10,972,0.014,2,6,2,34.5,1.8,94.47,453930.4,5702.01,41.22,0.176,8.4,7,0,1,92.4,1
2,6,1868,0.238,28,7,0,76.7,0.0,79.71,286264.99,9097.51,38.31,0.217,17.1,8,0,1,61.5,1
33,10,1496,0.412,27,4,4,28.6,0.1,32.53,69399.58,7179.99,66.03,0.28,15.8,20,1,0,3.1,1
17,3,887,0.169,30,5,4,56.9,5.2,7.12,119304.42,8001.16,18.63,0.101,10.3,30,1,1,59.9,1
32,69,1405,0.045,10,5,0,96.0,1.7,18.25,205126.34,7004.82,42.45,0.304,16.1,15,1,0,84.9,1
18,63,1879,0.259,10,0,0,43.9,5.4,52.8,404482.01,4474.22,76.2,0.133,17.8,5,0,0,38.9,1
41,55,419,0.012,26,9,6,72.9,2.0,34.24,44646.87,8115.38,98.84,0.082,19.2,26,1,0,56.3,1
23,53,1991,0.259,20,4,6,40.2,3.5,93.23,179051.1,2644.22,98.01,0.479,13.8,13,1,1,12.2,1
8,17,147,0.134,27,10,6,36.7,4.2,62.04,99514.21,5764.54,59.81,0.317,18.8,13,1,1,52.0,1
17,50,223,0.335,28,2,0,83.9,6.2,1.66,149467.34,1875.77,43.08,0.019,15.0,3,0,0,47.8,1
50,2,1489,0.268,4,10,4,60.0,2.9,95.09,280326.05,8231.1,69.62,0.175,2.5,23,0,1,65.8,1
10,58,1887,0.421,27,5,7,61.0,0.5,94.82,280433.22,1599.89,46.63,0.362,0.2,22,0,1,20.7,1
9,47,1764,0.327,6,0,7,59.0,2.4,40.52,75408.82,8929.51,23.14,0.178,0.8,24,0,1,88.6,1
18,66,1266,0.228,22,5,8,56.2,2.2,45.36,199796.68,6190.23,60.48,0.277,12.8,21,1,1,67.8,1
20,58,377,0.412,3,4,4,63.6,2.5,67.81,342777.18,6339.81,93.75,0.092,7.8,12,1,1,19.2,1
32,51,663,0.385,23,8,1,38.5,0.4,92.49,189186.45,1586.16,60.56,0.144,18.9,21,0,0,44.8,1
9,26,1739,0.294,25,3,1,53.8,2.5,85.59,314931.52,7930.48,99.42,0.481,4.3,15,0,1,30.2,1
22,77,1677,0.486,9,4,7,28.9,1.4,16.08,264463.69,6721.37,86.64,0.379,13.0,23,1,0,21.2,1
9,27,513,0.228,17,10,2,39.3,2.7,37.06,422789.81,8417.93,91.66,0.455,12.1,15,1,1,26.7,1
9,41,815,0.355,3,5,6,41.1,6.6,7.67,395940.23,8438.53,65.07,0.055,19.7,17,0,0,72.3,1
47,23,1922,0.372,21,4,6,79.1,0.6,73.4,79116.67,5948.99,21.95,0.028,1.9,12,0,1,90.3,1
4,3,534,0.428,20,3,3,48.2,4.2,86.81,384307.89,2107.95,21.2,0.002,16.6,7,1,0,67.6,1
2,21,1851,0.401,14,0,2,47.3,0.9,92.36,395450.11,7984.79,42.58,0.47,16.1,29,1,0,98.4,1
26,46,1730,0.121,22,6,7,86.6,0.3,42.03,424320.28,2154.34,93.74,0.401,0.7,25,1,1,47.5,1
44,50,259,0.132,19,8,1,99.9,3.5,79.16,442647.67,1442.71,22.54,0.396,18.1,15,0,0,62.3,1
25,71,1819,0.072,19,4,6,86.4,7.0,96.12,212430.48,8319.51,15.4,0.356,10.7,13,1,0,40.1,1
29,25,35,0.413,12,9,7,13.6,3.6,65.74,223595.49,5555.43,29.11,0.295,16.2,15,0,0,10.0,1
17,49,1462,0.338,28,10,3,73.3,3.3,80.64,124470.28,9755.68,46.61,0.181,10.4,6,1,1,49.4,1
20,14,914,0.023,27,10,2,48.4,3.7,18.98,240731.45,3512.85,34.83,0.436,10.0,8,0,0,67.1,1
2,0,1850,0.39,3,10,7,96.0,3.5,39.05,78551.96,5425.97,26.52,0.44,3.5,12,1,1,43.2,1
36,77,83,0.147,1,6,7,70.4,1.8,91.16,161620.49,7157.73,14.41,0.172,0.7,26,1,1,50.3,1
18,48,71,0.328,24,2,8,51.8,1.5,46.21,485345.12,4815.64,71.86,0.374,0.6,18,1,0,74.5,1
42,15,551,0.329,3,7,1,10.8,0.3,84.45,357428.48,8407.74,22.22,0.272,14.8,26,0,1,64.0,1
29,33,1626,0.031,11,4,0,12.9,1.8,5.33,337933.64,4848.74,87.32,0.392,5.5,5,0,1,26.3,1
28,16,934,0.186,9,5,0,79.0,2.5,95.05,270014.14,5610.38,72.31,0.293,7.9,12,1,0,3.6,1
21,22,1278,0.114,29,8,8,54.9,4.6,68.66,374090.88,8039.15,92.31,0.268,11.7,10,0,0,71.9,1
5,39,896,0.47,3,8,3,95.7,6.9,69.83,460785.08,4922.84,95.06,0.293,4.0,1,0,1,74.1,1
31,61,1017,0.174,12,2,8,40.5,4.1,71.78,47465.82,9616.12,88.82,0.411,4.1,18,0,0,67.5,1
39,56,800,0.186,24,5,3,50.8,1.3,37.46,280737.19,9838.72,84.95,0.136,0.4,29,1,1,53.6,1
20,2,667,0.229,6,0,7,21.7,0.9,87.72,202199.39,1493.88,86.1,0.465,9.8,1,1,1,99.3,1
35,25,927,0.013,1,0,3,61.4,3.4,85.05,289593.51,9216.91,74.82,0.484,5.6,10,1,0,97.3,1
44,58,1381,0.468,27,2,6,63.0,1.6,87.42,82270.06,2509.68,60.1,0.152,12.0,1,1,0,93.7,1
18,74,1966,0.445,9,1,3,45.5,6.6,7.82,378271.79,6685.43,43.12,0.137,9.8,10,1,1,12.1,1
39,54,244,0.207,14,5,1,91.1,4.1,34.02,45743.84,4299.42,25.96,0.361,0.9,22,1,1,54.7,1
5,27,1534,0.303,19,5,8,40.8,2.2,68.13,184943.77,8697.7,51.56,0.285,17.9,5,0,0,17.9,1
18,15,79,0.238,15,1,6,39.2,0.3,17.51,322664.36,3378.59,10.99,0.251,17.6,16,1,0,54.8,1
2,52,1648,0.449,19,6,1,76.5,6.2,13.8,149253.32,4323.28,80.76,0.498,9.2,15,1,0,50.6,1
17,56,1052,0.038,30,4,4,18.6,5.7,40.83,417962.1,7897.54,50.55,0.358,1.0,22,1,0,22.7,1
35,76,616,0.317,25,0,2,73.0,0.1,53.65,68968.3,2269.9,98.82,0.276,11.9,20,0,0,57.6,1
43,47,1332,0.281,8,2,6,79.4,5.4,8.06,214440.73,625.32,62.51,0.238,15.7,6,0,0,69.3,1
23,60,1009,0.212,27,1,1,94.3,4.9,65.51,273589.13,6075.78,15.01,0.216,0.2,6,0,0,66.5,1
26,33,1000,0.214,10,6,5,93.9,4.0,35.72,49307.31,8107.24,27.83,0.469,9.6,15,0,0,15.1,1
10,21,752,0.269,27,3,4,97.3,6.2,54.13,140505.45,3098.66,95.44,0.319,0.5,7,0,1,14.7,1
27,0,1501,0.019,14,10,0,13.8,7.1,22.02,67808.15,4215.69,66.73,0.487,10.6,25,0,0,19.5,1
46,19,197,0.061,23,6,0,53.5,1.5,49.45,368277.84,3282.7,37.4,0.159,14.6,7,1,1,56.2,1
35,71,1661,0.04,2,5,1,23.9,8.0,21.4,30369.37,911.58,43.16,0.414,3.6,2,0,1,38.9,1
40,28,1050,0.048,29,9,4,63.1,5.7,23.86,280414.91,4775.54,21.72,0.23,14.8,13,0,1,75.7,1
44,25,33,0.033,25,7,6,51.6,7.1,81.61,41057.62,2481.63,19.51,0.307,10.7,26,0,0,39.2,1
4,53,333,0.08,4,2,6,96.6,3.2,36.67,419909.66,614.09,82.95,0.323,13.9,8,0,1,77.6,1
5,39,1496,0.433,5,0,2,44.1,0.6,48.03,75888.11,9756.17,79.37,0.206,3.1,10,1,0,1.6,1
23,7,448,0.475,2,7,2,24.1,4.0,12.18,99587.88,9657.75,57.4,0.153,16.8,23,1,0,1.7,1
25,37,665,0.096,11,5,8,94.3,7.4,77.28,324114.09,1014.86,83.13,0.349,19.5,6,0,1,85.5,1
4,23,203,0.054,4,2,4,23.7,1.6,47.36,221113.55,1126.46,63.13,0.3,7.1,27,1,1,81.0,1
37,33,184,0.325,10,5,6,43.4,0.9,76.7,109913.69,1383.64,36.76,0.075,9.5,19,0,1,64.4,1
26,58,991,0.411,14,6,6,19.6,7.4,20.24,67981.41,5068.81,48.75,0.234,9.9,15,0,0,96.6,1
16,36,1329,0.004,26,3,5,18.4,0.4,45.69,41310.11,6696.83,19.1,0.346,13.6,1,1,0,99.5,1
4,41,1981,0.477,28,6,4,8.5,6.8,84.07,339077.77,7005.61,80.26,0.253,7.2,9,0,1,43.8,1
29,62,1397,0.46,30,3,4,65.7,1.9,97.06,477375.5,9889.68,19.02,0.178,7.8,8,0,0,79.4,1
24,42,440,0.213,18,10,5,35.4,1.0,32.49,1535.46,1688.67,85.61,0.185,9.6,13,1,1,3.3,1
22,73,681,0.396,14,8,4,96.8,1.1,59.35,76525.2,7442.7,55.69,0.376,4.2,10,0,0,57.4,1
16,67,893,0.16,16,7,2,80.6,7.8,96.13,339448.49,349.29,18.42,0.385,10.5,26,1,1,25.2,1
37,31,1671,0.156,16,4,2,28.5,2.5,37.27,155852.23,5943.0,89.27,0.036,10.9,13,1,1,54.2,1
18,39,35,0.43,17,6,5,40.0,3.0,59.41,388325.02,2303.77,31.95,0.135,18.2,18,0,1,93.4,1
15,1,1033,0.147,15,9,6,7.5,6.1,61.65,154839.5,3968.12,32.7,0.394,5.1,21,0,0,4.8,1
7,20,1815,0.047,7,6,8,97.0,3.8,74.27,164474.25,3309.76,11.52,0.144,13.1,11,0,0,74.7,1
32,56,843,0.328,11,8,5,64.6,3.1,92.09,230848.7,4677.74,55.71,0.001,7.4,8,0,1,96.9,1
43,23,744,0.025,17,2,0,17.0,6.8,33.04,164971.77,866.31,55.42,0.198,3.2,5,1,1,72.0,1
41,76,1824,0.214,29,1,0,72.4,0.4,42.01,67299.42,6225.31,25.37,0.329,10.6,26,0,0,71.2,1
38,65,1627,0.096,27,2,3,58.9,0.6,80.15,206215.69,2103.25,85.06,0.448,15.2,5,1,1,87.8,1
21,79,997,0.351,13,7,2,64.7,7.9,62.48,36667.17,9033.25,98.79,0.476,16.8,14,1,1,74.0,1
35,38,1484,0.412,9,1,7,58.2,3.4,86.23,321811.26,7997.54,88.42,0.351,0.7,14,0,0,9.0,1
18,42,29,0.311,6,4,3,73.4,7.2,50.62,488853.04,1354.52,48.48,0.031,9.1,19,1,1,3.7,1
36,52,1203,0.174,2,2,0,91.7,7.0,91.92,326051.65,2538.36,10.1,0.041,11.8,27,0,0,35.1,1
23,38,1640,0.499,27,9,3,41.1,5.8,9.0,380220.14,9619.72,83.16,0.244,10.2,27,1,1,85.9,1
40,1,1279,0.101,20,9,0,63.5,6.8,33.04,482915.06,8422.41,99.66,0.174,17.0,16,1,0,30.4,1
45,0,177,0.366,12,5,6,61.3,0.2,44.97,254832.94,2565.18,49.15,0.11,3.9,19,0,0,42.6,1
12,3,873,0.307,9,0,4,27.8,6.8,61.96,449429.23,1572.54,18.05,0.435,3.4,2,0,0,18.1,1
22,47,1186,0.125,19,8,6,46.3,4.5,79.72,138175.67,1872.87,12.06,0.428,3.1,18,1,0,57.1,1
19,80,225,0.246,17,2,8,67.4,7.9,39.76,133288.87,9763.49,38.98,0.423,11.9,7,0,1,3.3,1
49,44,466,0.063,25,9,3,37.2,5.6,31.63,442129.51,7196.75,28.41,0.23,11.3,29,1,1,12.3,1
20,72,648,0.097,30,5,7,16.2,4.6,97.89,329665.47,4625.33,45.46,0.037,0.3,17,0,0,97.0,1
10,60,172,0.021,24,0,1,69.1,6.8,25.96,481354.97,6392.59,48.68,0.133,3.3,7,1,1,76.6,1
42,47,722,0.356,18,4,4,89.6,5.9,40.5,93714.61,4950.07,74.55,0.372,4.7,30,1,1,83.8,1
47,66,1334,0.226,20,5,8,56.0,3.1,1.25,277025.92,9183.07,77.84,0.084,15.1,15,1,0,13.1,1
30,58,1312,0.072,11,4,0,62.3,3.2,1.38,51394.42,3739.42,15.59,0.353,0.7,24,0,0,67.4,1
30,42,1501,0.026,7,2,2,91.9,1.3,16.75,169716.64,6378.6,44.49,0.408,14.9,10,1,0,22.2,1
13,53,799,0.199,3,8,2,27.6,7.4,90.41,342539.06,6214.69,76.6,0.353,1.9,4,1,0,25.2,1
29,50,715,0.437,6,5,8,64.6,4.7,35.42,113867.27,8711.53,29.63,0.132,17.6,18,0,1,69.0,1
16,61,394,0.001,17,8,2,46.4,3.5,22.15,462314.73,1932.16,45.27,0.252,2.2,28,1,0,59.8,1
7,20,201,0.213,19,1,0,61.7,1.1,44.31,433093.54,9944.56,60.84,0.143,10.4,22,1,1,45.9,1
37,38,1030,0.046,30,2,0,10.2,6.4,20.9,421750.2,7652.58,43.43,0.189,18.5,14,0,1,90.3,1
39,64,1965,0.001,15,5,8,52.9,3.3,57.91,320446.64,6517.1,70.15,0.105,3.3,23,1,1,61.1,1
7,55,167,0.223,12,10,7,99.1,7.7,44.47,31331.87,4756.79,63.0,0.432,17.4,30,0,0,40.8,1
4,30,601,0.351,9,6,1,4.5,1.6,21.39,425.29,6900.21,83.56,0.29,1.1,22,0,0,48.0,1
30,26,971,0.278,6,2,0,95.5,2.6,85.0,100521.3,3154.87,64.59,0.246,6.3,11,0,1,72.4,1
49,36,528,0.147,5,8,2,14.9,2.1,35.23,476258.33,655.83,27.6,0.335,11.6,18,0,1,40.9,1
2,77,1432,0.195,25,4,7,94.3,4.8,46.56,112179.01,8532.72,89.96,0.366,14.0,25,1,0,6.4,1
24,63,1021,0.29,16,0,8,35.5,1.1,22.65,153146.12,9120.53,44.25,0.226,14.6,8,0,1,29.9,1
16,58,1591,0.475,11,3,6,56.5,3.9,14.86,193027.87,8432.46,29.75,0.259,0.8,23,0,1,17.3,1
34,50,466,0.411,24,4,5,8.8,5.1,64.02,124238.43,2721.63,27.39,0.401,9.5,13,0,0,26.2,1
33,6,1433,0.325,20,6,8,87.3,1.7,59.27,443517.4,7119.87,72.81,0.475,18.8,20,1,0,38.4,1
10,55,804,0.204,10,4,3,68.9,7.0,68.38,114743.34,7284.98,81.8,0.147,1.3,19,1,0,55.1,1
46,64,1557,0.033,26,10,3,82.9,7.7,88.41,282442.63,3375.72,17.12,0.086,11.7,4,1,1,43.2,1
12,26,295,0.463,19,6,0,74.1,4.0,22.48,401434.45,2177.75,51.01,0.332,7.5,4,0,1,28.8,1
21,73,1866,0.094,20,7,8,28.5,2.0,62.37,74873.12,5797.16,78.45,0.416,4.6,9,0,0,49.0,1
47,32,159,0.337,4,0,0,25.1,0.9,73.31,486232.15,4285.35,87.15,0.422,6.2,26,1,1,75.1,1
19,46,1092,0.34,27,5,7,13.1,7.0,99.32,240217.68,5731.72,15.65,0.125,7.2,8,0,0,1.3,1
45,24,168,0.293,30,6,6,82.1,0.5,34.14,284722.71,3602.0,45.27,0.35,2.6,4,1,1,11.1,1
42,49,863,0.025,10,9,2,67.5,0.6,57.04,64121.96,1125.47,28.85,0.482,18.6,0,0,0,63.3,1
12,49,1908,0.459,25,1,1,71.3,3.8,77.64,52575.86,1361.31,81.09,0.294,16.6,13,0,1,25.3,1
48,25,1201,0.328,2,3,4,70.1,8.0,46.92,227153.05,4005.94,57.31,0.289,15.4,8,0,1,0.9,1
42,27,1425,0.481,24,0,0,63.2,6.1,58.47,94181.87,1031.91,12.0,0.038,1.9,3,0,1,81.5,1
32,78,1611,0.077,24,10,5,35.3,6.7,64.12,276760.4,6021.22,96.59,0.039,12.9,1,1,0,93.3,1
47,17,316,0.307,14,5,6,15.6,4.2,51.87,302903.07,5174.54,32.53,0.074,17.5,22,1,1,82.2,1
35,25,1298,0.174,11,5,2,11.4,1.1,27.43,382067.74,3320.37,79.14,0.282,4.0,11,1,1,37.1,1
18,41,1961,0.187,15,3,6,90.5,7.3,33.53,58639.04,5165.93,57.84,0.174,4.2,11,0,0,41.9,1
33,44,1129,0.163,23,8,0,14.4,5.5,8.17,282475.19,9573.24,17.24,0.301,17.7,20,1,1,58.7,1
41,0,1840,0.293,8,6,3,34.5,2.5,15.55,477991.44,9574.32,79.93,0.048,11.7,16,0,0,13.3,1
4,75,1030,0.392,9,5,0,77.0,4.2,24.15,498718.23,9536.8,27.77,0.448,4.5,19,0,0,85.6,1
34,68,1171,0.383,11,2,1,81.7,4.7,57.03,477344.64,9168.26,59.64,0.125,7.6,23,0,0,47.2,1
14,75,927,0.082,17,3,8,3.9,1.2,40.59,162545.0,3544.51,39.1,0.107,13.8,27,1,1,66.7,1
36,44,174,0.282,11,7,0,10.6,7.0,76.56,377294.48,1906.22,30.9,0.137,3.6,26,0,0,0.6,1
41,45,1909,0.013,23,8,1,71.1,4.6,60.16,414552.12,4557.6,42.59,0.28,7.0,7,0,1,1.9,1
33,62,1066,0.374,28,5,0,96.6,3.3,64.67,58111.96,9900.43,29.4,0.477,16.4,0,1,0,64.2,1
35,72,1334,0.454,15,4,0,54.6,2.1,38.78,491920.54,3747.43,99.36,0.173,10.8,2,0,0,81.6,1
6,52,1326,0.072,16,9,7,7.3,4.7,1.48,40899.2,4107.44,99.57,0.22,6.2,16,1,1,84.2,1
43,27,1842,0.187,16,1,6,4.2,5.6,68.08,343410.01,2793.28,63.68,0.106,4.7,21,0,1,25.0,1
10,12,1771,0.329,16,3,0,13.3,6.5,84.69,340326.05,3629.4,80.18,0.175,10.5,8,1,0,11.9,1
19,66,1430,0.088,18,2,2,22.9,3.9,73.9,123897.95,770.99,28.14,0.233,15.2,8,0,1,2.7,1
18,58,1634,0.032,24,2,0,58.4,1.2,81.71,69306.84,7024.17,29.97,0.383,12.5,11,1,0,80.4,1
7,38,1103,0.286,1,10,6,24.9,1.4,89.6,239369.82,5154.3,56.87,0.245,19.7,13,1,0,10.8,1
2,23,666,0.085,22,1,0,95.8,7.4,59.29,195180.68,9628.35,46.03,0.459,15.2,3,1,1,51.4,1
43,10,1998,0.446,24,3,4,88.1,6.0,32.13,104155.83,8147.76,44.23,0.099,5.4,19,1,1,77.2,1
4,70,1682,0.055,11,6,8,12.1,1.8,85.74,64101.84,7809.59,74.45,0.046,3.6,16,1,1,96.8,1
10,6,1723,0.187,13,4,2,86.3,2.8,89.82,204280.32,3141.94,72.73,0.477,9.8,30,1,1,18.5,1
3,63,782,0.155,29,6,6,3.1,4.1,4.78,376442.53,7091.18,68.22,0.192,11.4,11,1,1,20.5,1
38,19,514,0.363,5,7,6,7.8,1.6,95.34,463075.39,8168.87,70.3,0.286,14.4,1,1,1,52.4,1
7,22,1287,0.044,17,4,4,5.4,7.5,75.5,20116.87,8020.34,40.32,0.164,7.0,1,0,1,39.7,1
12,60,1097,0.27,30,5,8,71.9,2.3,78.05,62778.46,5262.48,64.68,0.346,7.3,12,1,1,97.3,1
29,43,100,0.073,11,0,5,47.6,7.1,51.41,295222.94,6420.91,74.32,0.453,9.2,3,0,1,24.5,1
40,10,1856,0.115,10,5,6,17.3,7.2,46.15,288876.2,7249.4,75.39,0.472,1.3,1,0,1,32.9,1
19,68,1428,0.29,13,9,2,92.7,3.3,83.55,229298.01,4644.85,53.98,0.474,12.8,19,0,0,25.4,1
41,71,1071,0.02,17,3,2,35.3,4.4,90.75,25915.97,9627.85,83.78,0.371,15.0,26,1,0,35.0,1
39,66,1829,0.166,18,7,5,96.9,4.5,16.37,127518.28,1513.06,27.77,0.219,9.0,25,0,0,61.4,1
24,80,564,0.311,14,10,0,36.4,3.4,20.52,50602.14,7985.92,15.37,0.358,19.9,8,1,0,84.2,1
22,52,71,0.344,28,6,8,64.3,5.2,10.61,80704.92,6948.06,97.5,0.32,2.5,7,0,0,40.4,1
7,3,1704,0.03,15,1,6,42.6,5.4,17.99,31714.92,7673.7,17.48,0.056,3.4,6,1,1,82.4,1
12,45,434,0.001,13,8,3,32.3,7.9,52.6,222805.11,3652.41,81.26,0.312,7.3,11,1,1,33.8,1
41,10,1588,0.44,28,2,3,95.7,4.5,10.84,249055.41,6564.01,65.59,0.146,3.4,8,0,1,37.8,1
25,6,503,0.496,1,4,4,22.5,6.7,6.03,477937.49,8485.44,96.24,0.128,8.4,19,1,0,31.3,1
26,80,1807,0.165,5,1,2,30.1,0.2,11.65,452179.92,9437.85,25.34,0.347,18.5,25,0,0,9.2,1
16,43,1867,0.117,25,3,6,24.5,4.5,82.08,183709.03,5067.16,27.12,0.299,13.4,28,0,1,24.2,1
4,53,1957,0.248,11,6,1,36.8,2.1,83.91,215921.01,3868.27,44.47,0.452,3.2,25,0,0,47.8,1
36,57,656,0.111,30,9,6,46.9,4.7,74.94,335039.8,7296.77,82.74,0.462,9.0,22,0,1,2.1,1
32,16,1473,0.401,14,9,6,75.0,1.8,64.74,22780.42,3173.85,90.4,0.489,3.2,23,1,1,79.9,1
37,76,1174,0.151,21,10,1,23.5,2.3,27.99,327417.0,3356.5,45.38,0.33,9.1,30,1,0,46.7,1
